HistoricalDate,INDEX_NAME,OPEN,HIGH,LOW,CLOSE
28 Apr 2026,Nifty Bank,55862.5,56138.05,55263.75,55400.35
27 Apr 2026,Nifty Bank,56162.6,56474.95,55911.1,56264.30
24 Apr 2026,Nifty Bank,56170.2,56460.5,55750.4,56089.75
23 Apr 2026,Nifty Bank,56608.95,56868.7,56217.15,56305.00
22 Apr 2026,Nifty Bank,57163.35,57438.2,57002.15,57124.45
21 Apr 2026,Nifty Bank,56823.6,57456.3,56696.3,57371.45
20 Apr 2026,Nifty Bank,56704.05,57085.1,56356.55,56582.35
17 Apr 2026,Nifty Bank,56072.4,56628.7,55841.65,56565.70
16 Apr 2026,Nifty Bank,56657.25,56834.25,55898.25,56086.40
15 Apr 2026,Nifty Bank,56343.45,56786.25,56109.2,56301.95
13 Apr 2026,Nifty Bank,54646,55752.65,54356.2,55605.05
10 Apr 2026,Nifty Bank,55182.25,55978.5,55145.25,55912.75
09 Apr 2026,Nifty Bank,55505.95,55583.1,54626.85,54821.70
08 Apr 2026,Nifty Bank,54904.45,55778.25,54797.5,55703.90
07 Apr 2026,Nifty Bank,52258.7,52778.2,51868.45,52716.25
06 Apr 2026,Nifty Bank,51747.6,52704.55,51111.1,52609.10
02 Apr 2026,Nifty Bank,50625.65,51731.95,49954.85,51548.75
01 Apr 2026,Nifty Bank,51433.9,52025.85,51133.55,51448.65
30 Mar 2026,Nifty Bank,51527.9,51624.5,50105.25,50275.35
27 Mar 2026,Nifty Bank,53244.25,53292.5,52211.2,52274.60
25 Mar 2026,Nifty Bank,53024.75,54146.15,53024.75,53708.10
24 Mar 2026,Nifty Bank,52384.8,52949.15,51827.5,52605.65
23 Mar 2026,Nifty Bank,52576.1,52665.3,51323.6,51437.75
20 Mar 2026,Nifty Bank,53548.2,54382.45,53297.55,53427.05
19 Mar 2026,Nifty Bank,53474.55,54150.3,53240.6,53451.00
18 Mar 2026,Nifty Bank,54927.05,55554.15,54689.1,55326.05
17 Mar 2026,Nifty Bank,54649.1,54996,54113.15,54876.00
16 Mar 2026,Nifty Bank,53721.5,54664.15,53258.15,54413.40
13 Mar 2026,Nifty Bank,54592.05,54713.75,53675.7,53757.85
12 Mar 2026,Nifty Bank,55008.2,55636.95,54760.55,55100.95
11 Mar 2026,Nifty Bank,56790.4,56938.4,55631.95,55735.75
10 Mar 2026,Nifty Bank,56583.85,57097.05,56387.2,56950.80
09 Mar 2026,Nifty Bank,56121.4,56274.15,55270.6,56019.80
06 Mar 2026,Nifty Bank,58629.6,58807.15,57696.4,57783.25
05 Mar 2026,Nifty Bank,59008.25,59274.35,58506.4,59055.85
04 Mar 2026,Nifty Bank,58447.15,59058.4,58393.55,58755.25
02 Mar 2026,Nifty Bank,59204.3,60177.5,59148,59839.65
27 Feb 2026,Nifty Bank,61057.45,61086.45,60438.95,60529.00
26 Feb 2026,Nifty Bank,61193.9,61284.75,60813.3,61187.70
25 Feb 2026,Nifty Bank,61175.05,61317.55,60816.75,61043.35
24 Feb 2026,Nifty Bank,61392.1,61435.65,60801.85,61047.30
23 Feb 2026,Nifty Bank,61145.55,61517.8,61029.15,61264.25
20 Feb 2026,Nifty Bank,60627.85,61360.5,60562.35,61172.00
19 Feb 2026,Nifty Bank,61660.85,61678.8,60592.9,60739.55
18 Feb 2026,Nifty Bank,61255.35,61596.85,61100.9,61550.80
17 Feb 2026,Nifty Bank,60821.15,61241.6,60560,61174.00
16 Feb 2026,Nifty Bank,59947.8,61011.3,59861.1,60949.10
13 Feb 2026,Nifty Bank,60504.4,60621.9,60073.55,60186.65
12 Feb 2026,Nifty Bank,60786.15,60864.4,60597.65,60739.75
11 Feb 2026,Nifty Bank,60670.25,60779.95,60444.65,60745.35
10 Feb 2026,Nifty Bank,60740.8,60797.55,60531.55,60626.40
09 Feb 2026,Nifty Bank,60805.2,60876.2,60495.7,60669.35
06 Feb 2026,Nifty Bank,59967.1,60149.9,59644.55,60120.55
05 Feb 2026,Nifty Bank,60315.35,60328.3,59881.05,60063.65
04 Feb 2026,Nifty Bank,60163.35,60389.4,59891.75,60238.15
03 Feb 2026,Nifty Bank,61411.2,61764.85,59793.2,60041.30
02 Feb 2026,Nifty Bank,58239.3,58687.05,57829.85,58619.00
01 Feb 2026,Nifty Bank,59607.65,59865.7,57783.2,58417.20
30 Jan 2026,Nifty Bank,59542.25,59906.9,59501.8,59610.45
29 Jan 2026,Nifty Bank,59416.25,60060.7,59339,59957.85
28 Jan 2026,Nifty Bank,59575.65,59699.9,59240.1,59598.80
27 Jan 2026,Nifty Bank,58366.05,59436.8,58121.6,59205.45
23 Jan 2026,Nifty Bank,59305.15,59400.15,58346.25,58473.10
22 Jan 2026,Nifty Bank,59194.25,59573.1,58823.05,59200.10
21 Jan 2026,Nifty Bank,59142,59447.35,58278.6,58800.30
20 Jan 2026,Nifty Bank,59851.4,59993.5,59283.95,59404.20
19 Jan 2026,Nifty Bank,60093.3,60107.5,59594.6,59891.35
16 Jan 2026,Nifty Bank,59590.35,60235.15,59510.5,60095.15
14 Jan 2026,Nifty Bank,59330.35,59796.65,59324.2,59580.15
13 Jan 2026,Nifty Bank,59767.55,59767.55,59312.05,59578.80
12 Jan 2026,Nifty Bank,59217.25,59541.1,58864.2,59450.50
09 Jan 2026,Nifty Bank,59558.15,59739.65,59154.2,59251.55
08 Jan 2026,Nifty Bank,59893.15,60112.85,59564.8,59686.50
07 Jan 2026,Nifty Bank,60039.7,60065.4,59760.65,59990.85
06 Jan 2026,Nifty Bank,59957.8,60305,59844.8,60118.40
05 Jan 2026,Nifty Bank,60360.4,60437.35,59859.8,60044.20
02 Jan 2026,Nifty Bank,59757.4,60203.75,59738.25,60150.95
01 Jan 2026,Nifty Bank,59674.8,59743.2,59569.65,59711.55
31 Dec 2025,Nifty Bank,59194.6,59766.2,59187.1,59581.85
30 Dec 2025,Nifty Bank,58885.95,59272.7,58737.6,59171.25
29 Dec 2025,Nifty Bank,59007.05,59140.4,58809.55,58932.35
26 Dec 2025,Nifty Bank,59092.85,59180.65,58947.05,59011.35
24 Dec 2025,Nifty Bank,59322.95,59478.15,59118.25,59183.60
23 Dec 2025,Nifty Bank,59334.35,59402.35,59216.75,59299.55
22 Dec 2025,Nifty Bank,59224.75,59371.2,59155.5,59304.00
19 Dec 2025,Nifty Bank,59047.4,59140.55,58897.5,59069.20
18 Dec 2025,Nifty Bank,58712.7,59211,58712.7,58912.85
17 Dec 2025,Nifty Bank,59072.8,59127.2,58801.4,58926.75
16 Dec 2025,Nifty Bank,59288.75,59335.25,58966.35,59034.60
15 Dec 2025,Nifty Bank,59053.7,59533,59044.65,59461.80
12 Dec 2025,Nifty Bank,59401.5,59545.7,59224.85,59389.95
11 Dec 2025,Nifty Bank,58966.2,59423.35,58799.9,59209.85
10 Dec 2025,Nifty Bank,59281.55,59440.9,58853.9,58960.40
09 Dec 2025,Nifty Bank,58918.85,59358.25,58878.45,59222.35
08 Dec 2025,Nifty Bank,59672.05,59713.15,59030.6,59238.55
05 Dec 2025,Nifty Bank,59133.2,59806.6,59106.55,59777.20
04 Dec 2025,Nifty Bank,59287.1,59548.7,59062.15,59288.70
03 Dec 2025,Nifty Bank,59158.7,59414.9,58925.7,59348.25
02 Dec 2025,Nifty Bank,59354.2,59656.55,59251.95,59273.80
01 Dec 2025,Nifty Bank,60102.05,60114.3,59527.6,59681.35
28 Nov 2025,Nifty Bank,59758.7,59897.5,59598.95,59752.70
27 Nov 2025,Nifty Bank,59605.3,59866.6,59523,59737.30
26 Nov 2025,Nifty Bank,58783.05,59554.95,58783.05,59528.05
25 Nov 2025,Nifty Bank,58925.65,59166.15,58746.2,58820.30
24 Nov 2025,Nifty Bank,58996.9,59309.9,58649.5,58835.35
21 Nov 2025,Nifty Bank,59116.7,59232.15,58823.65,58867.70
