HistoricalDate,INDEX_NAME,OPEN,HIGH,LOW,CLOSE
20 Nov 2025,Nifty Bank,59308.2,59440.1,59125.25,59347.70
19 Nov 2025,Nifty Bank,58908.15,59264.25,58688.55,59216.05
18 Nov 2025,Nifty Bank,58990.5,59103.65,58798.9,58899.25
17 Nov 2025,Nifty Bank,58696.3,59001.55,58605.3,58962.70
14 Nov 2025,Nifty Bank,58050,58590.15,58050,58517.55
13 Nov 2025,Nifty Bank,58158.75,58615.95,58127.1,58381.95
12 Nov 2025,Nifty Bank,58505.35,58507.7,58171.85,58274.65
11 Nov 2025,Nifty Bank,57962.3,58187.35,57594.25,58138.15
10 Nov 2025,Nifty Bank,57846.2,58097.2,57846.2,57937.55
07 Nov 2025,Nifty Bank,57391.4,58001.35,57157.85,57876.80
06 Nov 2025,Nifty Bank,57714.8,57945.05,57521,57554.25
04 Nov 2025,Nifty Bank,57966.65,58119.65,57732.95,57827.05
03 Nov 2025,Nifty Bank,57726.85,58247.55,57718.4,58101.45
31 Oct 2025,Nifty Bank,57942.45,58254.95,57656.95,57776.35
30 Oct 2025,Nifty Bank,58152.05,58331.2,57999.2,58031.10
29 Oct 2025,Nifty Bank,58316.25,58469.9,58087.05,58385.25
28 Oct 2025,Nifty Bank,58006.55,58313.8,57770.35,58214.10
27 Oct 2025,Nifty Bank,57796.45,58224.55,57652.75,58114.25
24 Oct 2025,Nifty Bank,58172.75,58232.9,57482.05,57699.60
23 Oct 2025,Nifty Bank,58314.55,58577.5,57951.45,58078.05
21 Oct 2025,Nifty Bank,58063.4,58155.55,57887.2,58007.20
20 Oct 2025,Nifty Bank,57872.85,58261.55,57872.85,58033.20
17 Oct 2025,Nifty Bank,57362.9,57830.2,57238.65,57713.35
16 Oct 2025,Nifty Bank,57139.95,57525.8,56994.7,57422.55
15 Oct 2025,Nifty Bank,56528.95,56922.7,56491.85,56799.90
14 Oct 2025,Nifty Bank,56598.65,56721.3,56230.15,56496.45
13 Oct 2025,Nifty Bank,56337.05,56770.9,56327.4,56625.00
10 Oct 2025,Nifty Bank,56168.6,56760.25,56152.45,56609.75
09 Oct 2025,Nifty Bank,55979,56286.25,55843.9,56192.05
08 Oct 2025,Nifty Bank,56098.5,56303.6,55821,56018.25
07 Oct 2025,Nifty Bank,56126.4,56502.45,56025.05,56239.35
06 Oct 2025,Nifty Bank,55834.7,56164.2,55727.25,56104.85
03 Oct 2025,Nifty Bank,55182.6,55616.45,55177,55589.25
01 Oct 2025,Nifty Bank,54653.9,55406.75,54582.55,55347.95
30 Sep 2025,Nifty Bank,54705.5,54793.05,54502.95,54635.85
29 Sep 2025,Nifty Bank,54460.4,54686.05,54226.6,54461.00
26 Sep 2025,Nifty Bank,54797.9,54897,54310.95,54389.35
25 Sep 2025,Nifty Bank,55061.65,55276.65,54903.3,54976.20
24 Sep 2025,Nifty Bank,55387.1,55511.1,55040.45,55121.50
23 Sep 2025,Nifty Bank,55248.7,55662,55159,55509.75
22 Sep 2025,Nifty Bank,55429.3,55666.35,55215.6,55284.75
19 Sep 2025,Nifty Bank,55647.95,55688.75,55355.3,55458.85
18 Sep 2025,Nifty Bank,55797.1,55835.25,55490.9,55727.45
17 Sep 2025,Nifty Bank,55158.35,55540.75,55146.55,55493.30
16 Sep 2025,Nifty Bank,54778.4,55185.45,54777.75,55147.60
15 Sep 2025,Nifty Bank,54884.05,55018.7,54807.5,54887.85
12 Sep 2025,Nifty Bank,54781.55,54852.25,54580.35,54809.30
11 Sep 2025,Nifty Bank,54413.05,54757.45,54402.4,54669.60
10 Sep 2025,Nifty Bank,54554.75,54705.2,54400,54536.00
09 Sep 2025,Nifty Bank,54330.55,54350.65,54079.45,54216.10
08 Sep 2025,Nifty Bank,54215.4,54518.7,54067.15,54186.90
05 Sep 2025,Nifty Bank,54308.05,54308.05,53719.55,54114.55
04 Sep 2025,Nifty Bank,54379.6,54450.55,53971.85,54075.45
03 Sep 2025,Nifty Bank,53630.75,54136.15,53561.75,54067.55
02 Sep 2025,Nifty Bank,54038.25,54160.95,53578,53661.00
01 Sep 2025,Nifty Bank,53658.15,54035.85,53658.15,54002.45
29 Aug 2025,Nifty Bank,53660.35,54086,53606.45,53655.65
28 Aug 2025,Nifty Bank,54256,54382.25,53768.45,53820.35
26 Aug 2025,Nifty Bank,54999.05,55068.9,54396.1,54450.45
25 Aug 2025,Nifty Bank,55147.75,55306,55048.4,55139.30
22 Aug 2025,Nifty Bank,55669.25,55745,55102.6,55149.40
21 Aug 2025,Nifty Bank,55972.05,55993.65,55708.2,55755.45
20 Aug 2025,Nifty Bank,55751.5,55812.6,55577.35,55698.50
19 Aug 2025,Nifty Bank,55622.3,55965.55,55608.15,55865.15
18 Aug 2025,Nifty Bank,55940.6,56156.3,55647.65,55734.90
14 Aug 2025,Nifty Bank,55102.55,55472.8,55074.3,55341.85
13 Aug 2025,Nifty Bank,55340.05,55340.05,55026.95,55181.45
12 Aug 2025,Nifty Bank,55441.1,55566.7,55001.5,55043.70
11 Aug 2025,Nifty Bank,54999.35,55582.15,54927.55,55510.75
08 Aug 2025,Nifty Bank,55609.35,55652.6,54905.6,55004.90
07 Aug 2025,Nifty Bank,55215.65,55614.8,54973.55,55521.15
06 Aug 2025,Nifty Bank,55329.8,55559.4,55227.7,55411.15
05 Aug 2025,Nifty Bank,55545.05,55648.15,55202.85,55360.25
04 Aug 2025,Nifty Bank,55557.5,55752.45,55437.3,55619.35
01 Aug 2025,Nifty Bank,55897.15,56097.6,55562.1,55617.60
31 Jul 2025,Nifty Bank,55728.15,56406.2,55547.35,55961.95
30 Jul 2025,Nifty Bank,56310.1,56321.15,56064.55,56150.70
29 Jul 2025,Nifty Bank,55881.8,56296.4,55843.25,56222.00
28 Jul 2025,Nifty Bank,56215.1,56578.4,55997.45,56084.90
25 Jul 2025,Nifty Bank,57170.7,57170.7,56439.4,56528.90
24 Jul 2025,Nifty Bank,57316.6,57316.6,56850.9,57066.05
23 Jul 2025,Nifty Bank,56918.15,57249,56715.8,57210.45
22 Jul 2025,Nifty Bank,57253.35,57286.15,56692,56756.00
21 Jul 2025,Nifty Bank,56558.9,56983.45,56255.7,56952.75
18 Jul 2025,Nifty Bank,56524.25,56705.15,56204.85,56283.00
17 Jul 2025,Nifty Bank,57231.95,57262.85,56780.15,56828.80
16 Jul 2025,Nifty Bank,57111.25,57276.55,56937.6,57168.95
15 Jul 2025,Nifty Bank,56709.2,57134.95,56707.8,57006.65
14 Jul 2025,Nifty Bank,56780.75,56896.3,56594.25,56765.35
11 Jul 2025,Nifty Bank,56843.45,57091.05,56607.75,56754.70
10 Jul 2025,Nifty Bank,57339.75,57363.7,56886.6,56956.00
09 Jul 2025,Nifty Bank,57199.75,57290.65,57037.9,57213.55
08 Jul 2025,Nifty Bank,56942.55,57303.3,56923.05,57256.30
07 Jul 2025,Nifty Bank,56938.7,57152.2,56838.55,56949.20
04 Jul 2025,Nifty Bank,56825.25,57075.1,56623.6,57031.90
03 Jul 2025,Nifty Bank,57050.4,57193.25,56764.1,56791.95
02 Jul 2025,Nifty Bank,57558.2,57628.4,56833.8,56999.20
01 Jul 2025,Nifty Bank,57375.8,57533.85,57150.35,57459.45
30 Jun 2025,Nifty Bank,57529.95,57614.5,57193.8,57312.75
27 Jun 2025,Nifty Bank,57234.7,57475.4,56993.85,57443.90
26 Jun 2025,Nifty Bank,56693.55,57263.45,56558.35,57206.70
25 Jun 2025,Nifty Bank,56564.5,56681.4,56420.65,56621.15
24 Jun 2025,Nifty Bank,56529.45,56862,56276.15,56461.90
23 Jun 2025,Nifty Bank,55832.35,56233.55,55779.25,56059.35
20 Jun 2025,Nifty Bank,55566.7,56328.2,55566.4,56252.85
19 Jun 2025,Nifty Bank,55784.85,55942.45,55475.45,55577.45
18 Jun 2025,Nifty Bank,55544.95,55933.6,55511.8,55828.75
17 Jun 2025,Nifty Bank,55975,56067.3,55643.95,55714.15
16 Jun 2025,Nifty Bank,55554.1,55999.85,55381.45,55944.90
13 Jun 2025,Nifty Bank,55149.3,55688,55149.3,55527.35
12 Jun 2025,Nifty Bank,56480.9,56611.05,55968.5,56082.55
11 Jun 2025,Nifty Bank,56639.85,56782.5,56399.4,56459.75
10 Jun 2025,Nifty Bank,56993.9,57015.4,56564.15,56629.10
09 Jun 2025,Nifty Bank,57049.5,57049.5,56792.7,56839.60
06 Jun 2025,Nifty Bank,55699.45,56695,55534.75,56578.40
05 Jun 2025,Nifty Bank,55806.75,56010.15,55580.45,55760.85
04 Jun 2025,Nifty Bank,55650.35,55791,55408.35,55676.85
03 Jun 2025,Nifty Bank,56104.8,56161.4,55455.8,55599.95
02 Jun 2025,Nifty Bank,55598.25,55966.3,55400.55,55903.40
30 May 2025,Nifty Bank,55615.55,55813.3,55356.6,55749.70
29 May 2025,Nifty Bank,55571.4,55782.75,55096.45,55546.05
28 May 2025,Nifty Bank,55328.6,55521.8,55235.55,55417.00
27 May 2025,Nifty Bank,55458.95,55831.35,55037.85,55352.80
26 May 2025,Nifty Bank,55534.9,55875.75,55307.5,55572.00
23 May 2025,Nifty Bank,54959.3,55441.3,54854.5,55398.25
22 May 2025,Nifty Bank,54875.9,54996.1,54576.6,54941.30
21 May 2025,Nifty Bank,55060.2,55336.85,54690.8,55075.10
20 May 2025,Nifty Bank,55445.3,55568.35,54829.45,54877.35
19 May 2025,Nifty Bank,55326.05,55695.55,55296.55,55420.70
16 May 2025,Nifty Bank,55276,55418.9,55170.25,55354.90
15 May 2025,Nifty Bank,54853.7,55490.55,54442.3,55355.60
14 May 2025,Nifty Bank,55008.55,55208.6,54491,54801.30
13 May 2025,Nifty Bank,55233.5,55499.65,54888.5,54940.85
12 May 2025,Nifty Bank,54658.75,55466.3,54558.05,55382.85
09 May 2025,Nifty Bank,53595.95,54054.8,53483.05,53595.25
08 May 2025,Nifty Bank,54801.75,54937.25,54108,54365.65
07 May 2025,Nifty Bank,54013.4,54684.3,53919.9,54610.90
06 May 2025,Nifty Bank,54918.25,55036.95,54172.95,54271.40
05 May 2025,Nifty Bank,55065.8,55345.5,54786.5,54919.50
02 May 2025,Nifty Bank,55100.95,55691.95,54994.4,55115.35
30 Apr 2025,Nifty Bank,55382.4,55478.25,54723.7,55087.15
29 Apr 2025,Nifty Bank,55524.35,55957.75,55262.4,55391.25
28 Apr 2025,Nifty Bank,54610.3,55577.4,54582.35,55432.80
25 Apr 2025,Nifty Bank,55233.55,55350.55,54176.45,54664.05
24 Apr 2025,Nifty Bank,55103.9,55550.45,55088.4,55201.40
23 Apr 2025,Nifty Bank,56097.1,56098.7,55162.5,55370.05
22 Apr 2025,Nifty Bank,55414.3,55961.2,55243.55,55647.20
21 Apr 2025,Nifty Bank,54891.25,55461.65,54674.95,55304.50
17 Apr 2025,Nifty Bank,53153.75,54407.2,53084.9,54290.20
16 Apr 2025,Nifty Bank,52690.9,53164.45,52471.35,53117.75
15 Apr 2025,Nifty Bank,52299,52486.35,51863.3,52379.50
11 Apr 2025,Nifty Bank,50634.1,51244.7,50634.1,51002.35
09 Apr 2025,Nifty Bank,50487.1,50496.9,49910.85,50240.15
08 Apr 2025,Nifty Bank,50388.55,50793.7,50030.8,50511.00
07 Apr 2025,Nifty Bank,49336.1,50426.25,49156.95,49860.10
04 Apr 2025,Nifty Bank,51711.6,51893.6,51360.4,51502.70
03 Apr 2025,Nifty Bank,50910,51661.6,50906.65,51597.35
02 Apr 2025,Nifty Bank,50966.9,51404.2,50908.35,51348.05
01 Apr 2025,Nifty Bank,51178.15,51683.85,50742,50827.50
28 Mar 2025,Nifty Bank,51608.4,51839.1,51335.35,51564.85
27 Mar 2025,Nifty Bank,51084.7,51714.35,51050.85,51575.85
26 Mar 2025,Nifty Bank,51640.05,51875.8,51069.15,51209.00
25 Mar 2025,Nifty Bank,51874.2,52063.95,51429.6,51607.95
24 Mar 2025,Nifty Bank,50982.7,51801.15,50795.9,51704.95
21 Mar 2025,Nifty Bank,49927.1,50672.15,49891.95,50593.55
20 Mar 2025,Nifty Bank,49947.6,50155.3,49771.65,50062.85
19 Mar 2025,Nifty Bank,49375.4,49807.55,49324.8,49702.60
18 Mar 2025,Nifty Bank,48792.9,49400.3,48629.45,49314.50
17 Mar 2025,Nifty Bank,48219.55,48481.35,48196.1,48354.15
13 Mar 2025,Nifty Bank,48219.15,48352.45,48006.1,48060.40
12 Mar 2025,Nifty Bank,47894.4,48222.15,47844.95,48056.65
11 Mar 2025,Nifty Bank,47874.8,48029.05,47702.9,47853.95
10 Mar 2025,Nifty Bank,48312,48599.15,48124.65,48216.80
07 Mar 2025,Nifty Bank,48463.8,48709.05,48359.35,48497.50
06 Mar 2025,Nifty Bank,48760,48839.1,48299.4,48627.70
05 Mar 2025,Nifty Bank,48241.3,48657.65,48190.25,48489.95
04 Mar 2025,Nifty Bank,47942.5,48374.9,47924.75,48245.20
03 Mar 2025,Nifty Bank,48478.6,48574.7,47841.3,48114.30
28 Feb 2025,Nifty Bank,48437.55,48574.5,48078.7,48344.70
27 Feb 2025,Nifty Bank,48732.2,48972.55,48627.1,48743.80
25 Feb 2025,Nifty Bank,48691.2,48862.15,48534.15,48608.35
24 Feb 2025,Nifty Bank,48619.8,48748.4,48281.9,48651.95
21 Feb 2025,Nifty Bank,49127.95,49306.55,48764,48981.20
20 Feb 2025,Nifty Bank,49314.1,49455.8,49150.95,49334.55
19 Feb 2025,Nifty Bank,48895.35,49628.25,48804,49570.10
18 Feb 2025,Nifty Bank,49211.85,49328.55,48814.95,49087.30
17 Feb 2025,Nifty Bank,48880.4,49319,48525.6,49258.90
14 Feb 2025,Nifty Bank,49485.65,49592.95,48719.75,49099.45
13 Feb 2025,Nifty Bank,49469.35,49836.1,49276.1,49359.85
12 Feb 2025,Nifty Bank,49402.25,49702.35,48734.35,49479.45
11 Feb 2025,Nifty Bank,49812.15,49906.75,49177.4,49403.40
10 Feb 2025,Nifty Bank,50052.5,50155.65,49703.1,49981.00
07 Feb 2025,Nifty Bank,50484.45,50641.75,49871.15,50158.85
06 Feb 2025,Nifty Bank,50468.35,50553.35,50149.8,50382.10
05 Feb 2025,Nifty Bank,50402.3,50522.15,50215.45,50343.05
04 Feb 2025,Nifty Bank,49538.8,50206.6,49482.5,50157.95
03 Feb 2025,Nifty Bank,49074.8,49373.45,48906.05,49210.55
01 Feb 2025,Nifty Bank,49592.55,50009.5,48925.45,49506.95
31 Jan 2025,Nifty Bank,49259.65,49674.8,49031.8,49587.20
30 Jan 2025,Nifty Bank,49206.2,49426.2,49031.8,49311.95
29 Jan 2025,Nifty Bank,48997.2,49199.65,48849.8,49165.95
28 Jan 2025,Nifty Bank,48642.5,49247.15,48449.05,48866.85
27 Jan 2025,Nifty Bank,47881.65,48319.2,47844.15,48064.65
24 Jan 2025,Nifty Bank,48546.05,48858.65,48203,48367.80
23 Jan 2025,Nifty Bank,48770.15,48892.7,48493,48589.00
22 Jan 2025,Nifty Bank,48689.55,48781.75,48074.05,48724.40
21 Jan 2025,Nifty Bank,49532,49543.15,48430.95,48570.90
20 Jan 2025,Nifty Bank,48834.15,49650.6,48683.6,49350.80
17 Jan 2025,Nifty Bank,48959.5,49047.2,48309.5,48540.60
16 Jan 2025,Nifty Bank,49082.9,49459,49038.45,49278.70
15 Jan 2025,Nifty Bank,48832.75,49083.65,48522.4,48751.70
14 Jan 2025,Nifty Bank,48266.9,49007.35,48235.2,48729.15
13 Jan 2025,Nifty Bank,48264.25,48606.35,47898.35,48041.25
10 Jan 2025,Nifty Bank,49426.5,49483.15,48631.2,48734.15
09 Jan 2025,Nifty Bank,49712.55,49798.1,49230.15,49503.50
08 Jan 2025,Nifty Bank,50201.75,50246.9,49389.75,49835.05
07 Jan 2025,Nifty Bank,50061.2,50447.6,49969.3,50202.15
06 Jan 2025,Nifty Bank,50990.65,51026.1,49751,49922.00
03 Jan 2025,Nifty Bank,51567.15,51671.6,50904.35,50988.80
02 Jan 2025,Nifty Bank,51084.95,51672.75,50992.8,51605.55
01 Jan 2025,Nifty Bank,50841.9,51321.95,50485.05,51060.60
31 Dec 2024,Nifty Bank,50648.2,50945.55,50599.8,50860.20
30 Dec 2024,Nifty Bank,51255.35,51979.75,50718.35,50952.75
27 Dec 2024,Nifty Bank,51268.2,51628.45,51240.1,51311.30
26 Dec 2024,Nifty Bank,51395.8,51740,50951.8,51170.70
24 Dec 2024,Nifty Bank,51314.95,51382.1,51137.5,51233.00
23 Dec 2024,Nifty Bank,51044.4,51417.35,51030.4,51317.60
20 Dec 2024,Nifty Bank,51401.35,51629,50609.35,50759.20
19 Dec 2024,Nifty Bank,51428.45,51789.85,51263.75,51575.70
18 Dec 2024,Nifty Bank,52696.95,52827.6,52010.65,52139.55
17 Dec 2024,Nifty Bank,53394.1,53515.7,52709.4,52834.80
16 Dec 2024,Nifty Bank,53502.5,53738.9,53335,53581.35
13 Dec 2024,Nifty Bank,53109.8,53654,52264.55,53583.80
12 Dec 2024,Nifty Bank,53201,53537.45,53174.4,53216.45
11 Dec 2024,Nifty Bank,53459.3,53648.05,53302.15,53391.35
10 Dec 2024,Nifty Bank,53450.05,53624.05,53302.65,53577.70
09 Dec 2024,Nifty Bank,53380.75,53775.1,53326.4,53407.75
06 Dec 2024,Nifty Bank,53634.2,53868.5,53160.65,53509.50
05 Dec 2024,Nifty Bank,53354.45,53888.3,52850.35,53603.55
04 Dec 2024,Nifty Bank,52775,53387.1,52685.15,53266.90
03 Dec 2024,Nifty Bank,52357.95,52780.9,52216.85,52695.75
02 Dec 2024,Nifty Bank,52087.65,52197.25,51693.95,52109.00
29 Nov 2024,Nifty Bank,51984.15,52170.9,51759.45,52055.60
28 Nov 2024,Nifty Bank,52389.95,52760.2,51782.9,51906.85
27 Nov 2024,Nifty Bank,52154.3,52444.35,52019.65,52301.80
26 Nov 2024,Nifty Bank,52554.9,52555.5,51999.75,52191.50
25 Nov 2024,Nifty Bank,52046.35,52331.1,51774.05,52207.50
22 Nov 2024,Nifty Bank,50512.8,51271.5,50508.25,51135.40
21 Nov 2024,Nifty Bank,50625,50652.15,49787.1,50372.90
19 Nov 2024,Nifty Bank,50580.55,50983.5,50440.85,50626.50
18 Nov 2024,Nifty Bank,50312.45,50445.8,50074,50363.80
14 Nov 2024,Nifty Bank,50053.45,50561.8,49939.35,50179.55
13 Nov 2024,Nifty Bank,51030.95,51353.5,49904.4,50088.35
12 Nov 2024,Nifty Bank,52053.75,52169.05,51006.85,51157.80
11 Nov 2024,Nifty Bank,51562.7,52177.7,51294.2,51876.75
08 Nov 2024,Nifty Bank,51869.15,52007.15,51494,51561.20
07 Nov 2024,Nifty Bank,52258.95,52377.25,51752.25,51916.50
06 Nov 2024,Nifty Bank,52440.4,52493.95,52185.4,52317.40
05 Nov 2024,Nifty Bank,51052.6,52289.55,50865.45,52207.25
04 Nov 2024,Nifty Bank,51764.5,51764.5,51066.8,51215.25
01 Nov 2024,Nifty Bank,51550.15,51825.5,51459.4,51673.90
31 Oct 2024,Nifty Bank,51649.45,52005.6,51318.1,51475.35
30 Oct 2024,Nifty Bank,51988.7,52220,51733,51807.50
29 Oct 2024,Nifty Bank,51404.1,52354.85,51278.9,52320.70
28 Oct 2024,Nifty Bank,51061.35,51589.15,51012.55,51259.30
25 Oct 2024,Nifty Bank,51369.75,51501.05,50382.1,50787.45
24 Oct 2024,Nifty Bank,51272.3,51781.55,51201.85,51531.15
23 Oct 2024,Nifty Bank,51117.8,51551.55,51107.9,51239.00
22 Oct 2024,Nifty Bank,52071.35,52257.3,51179.6,51257.15
21 Oct 2024,Nifty Bank,52361.1,52577.5,51855.15,51962.70
18 Oct 2024,Nifty Bank,51261,52199.45,51000.9,52094.20
17 Oct 2024,Nifty Bank,51849.3,51930.2,51150.25,51288.80
16 Oct 2024,Nifty Bank,51711.2,52031.6,51711.2,51801.05
15 Oct 2024,Nifty Bank,51975.95,52022.05,51698.75,51906.00
14 Oct 2024,Nifty Bank,51263.25,51893,51220.85,51816.90
11 Oct 2024,Nifty Bank,51491.9,51560,51005.85,51172.30
10 Oct 2024,Nifty Bank,51195.7,51659.45,51047,51530.90
09 Oct 2024,Nifty Bank,51161.75,51707.15,50903.75,51007.00
08 Oct 2024,Nifty Bank,50736.1,51176.05,50466,51021.00
07 Oct 2024,Nifty Bank,51543.2,51784.8,50194.3,50478.90
04 Oct 2024,Nifty Bank,51643.75,52358.35,51347.25,51462.05
03 Oct 2024,Nifty Bank,52314.45,52582.95,51683.4,51845.20
01 Oct 2024,Nifty Bank,52844,53235.25,52817.8,52922.60
30 Sep 2024,Nifty Bank,53556.95,53726.4,52926.55,52978.10
27 Sep 2024,Nifty Bank,54338.7,54338.7,53763.2,53834.30
26 Sep 2024,Nifty Bank,54045.85,54467.35,54010.9,54375.35
25 Sep 2024,Nifty Bank,53794,54141.3,53792.85,54101.65
24 Sep 2024,Nifty Bank,54110.65,54247.7,53904.65,53968.60
23 Sep 2024,Nifty Bank,53917.9,54197.95,53741.4,54105.80
20 Sep 2024,Nifty Bank,53235.8,54066.1,53037.6,53793.20
19 Sep 2024,Nifty Bank,52929.25,53353.3,52847.9,53037.60
18 Sep 2024,Nifty Bank,52177.1,52954.2,52154.55,52750.40
17 Sep 2024,Nifty Bank,52249.05,52284.6,52085.5,52188.65
16 Sep 2024,Nifty Bank,52038.7,52208.7,51921.45,52153.15
13 Sep 2024,Nifty Bank,51952.55,51994.1,51643.95,51938.05
12 Sep 2024,Nifty Bank,51271,51878.1,51025,51772.40
11 Sep 2024,Nifty Bank,51218.55,51420.15,50947.7,51010.00
10 Sep 2024,Nifty Bank,51328.3,51366,50958.25,51272.30
09 Sep 2024,Nifty Bank,50549.25,51192.75,50369.4,51117.80
06 Sep 2024,Nifty Bank,51200.4,51380.05,50447.3,50576.85
05 Sep 2024,Nifty Bank,51544.25,51636.75,51389.15,51473.05
04 Sep 2024,Nifty Bank,51364.65,51503.55,51259.9,51400.25
03 Sep 2024,Nifty Bank,51479.75,51750.1,51240.05,51689.10
02 Sep 2024,Nifty Bank,51579.5,51579.5,51295.8,51439.55
30 Aug 2024,Nifty Bank,51437.45,51466.55,51256,51351.00
29 Aug 2024,Nifty Bank,51103.75,51368.95,50984.4,51152.75
28 Aug 2024,Nifty Bank,51208.95,51260.75,51033.7,51143.85
27 Aug 2024,Nifty Bank,51214.05,51404.7,50938.1,51278.75
26 Aug 2024,Nifty Bank,51100.65,51317.85,51061.55,51148.10
23 Aug 2024,Nifty Bank,51040.05,51117.85,50856.7,50933.45
22 Aug 2024,Nifty Bank,50894.8,51080,50794.45,50985.70
21 Aug 2024,Nifty Bank,50666.65,50772.45,50333.35,50685.55
20 Aug 2024,Nifty Bank,50417.25,51025.6,50398.6,50803.15
19 Aug 2024,Nifty Bank,50683.55,50728.25,50283.55,50368.35
16 Aug 2024,Nifty Bank,50133,50603.4,49806.05,50516.90
14 Aug 2024,Nifty Bank,49887.15,49959.25,49654.65,49727.30
13 Aug 2024,Nifty Bank,50395.35,50559.25,49785.1,49831.85
12 Aug 2024,Nifty Bank,50412.6,50830.7,50149.25,50577.95
09 Aug 2024,Nifty Bank,50612.1,50707.75,50386.45,50484.50
08 Aug 2024,Nifty Bank,50051.9,50440.75,49829.6,50156.70
07 Aug 2024,Nifty Bank,50286.2,50292.45,49782.2,50119.00
06 Aug 2024,Nifty Bank,50436.9,50688.8,49659.05,49748.30
05 Aug 2024,Nifty Bank,50586.25,50747.55,49719.1,50092.10
02 Aug 2024,Nifty Bank,51172.25,51608.7,51087.85,51350.15
01 Aug 2024,Nifty Bank,51672.6,51877.15,51456.2,51564.00
31 Jul 2024,Nifty Bank,51583.45,51663.1,51335.7,51553.40
30 Jul 2024,Nifty Bank,51383.9,51957.75,51260.05,51499.30
29 Jul 2024,Nifty Bank,51546.65,52340.25,51186.95,51406.25
26 Jul 2024,Nifty Bank,50456.1,51398.6,50438.3,51295.95
25 Jul 2024,Nifty Bank,50762.3,51006.1,50559.9,50888.75
24 Jul 2024,Nifty Bank,51657.65,51944.65,50784.25,51317.00
23 Jul 2024,Nifty Bank,52511,52547.55,51342.65,51778.30
22 Jul 2024,Nifty Bank,52145.6,52427,51874.55,52280.40
19 Jul 2024,Nifty Bank,52531.55,52586.75,52146.3,52265.60
18 Jul 2024,Nifty Bank,52215.05,52782.75,52168.65,52620.70
16 Jul 2024,Nifty Bank,52466.7,52619.05,52331.6,52396.80
15 Jul 2024,Nifty Bank,52330.05,52662.25,52154,52455.90
12 Jul 2024,Nifty Bank,52272.65,52794.55,52171.15,52278.90
11 Jul 2024,Nifty Bank,52316.9,52400.3,51749.45,52270.65
10 Jul 2024,Nifty Bank,52528.8,52528.8,52075.4,52189.30
09 Jul 2024,Nifty Bank,52390.5,52626.6,52292.95,52568.80
08 Jul 2024,Nifty Bank,52533.1,52710.8,52246.7,52425.80
05 Jul 2024,Nifty Bank,52560.1,52817.85,52290.05,52660.35
04 Jul 2024,Nifty Bank,53357.7,53357.7,52815.9,53103.70
03 Jul 2024,Nifty Bank,52872.3,53256.7,52482.65,53089.25
02 Jul 2024,Nifty Bank,52793.75,52828.45,51996.65,52168.10
01 Jul 2024,Nifty Bank,52351.15,52656.15,52166.05,52574.75
28 Jun 2024,Nifty Bank,52874.95,53030.3,52242.3,52342.25
27 Jun 2024,Nifty Bank,52980.3,53180.75,52639,52811.30
26 Jun 2024,Nifty Bank,52653.2,52988.3,52373.7,52870.50
25 Jun 2024,Nifty Bank,51759.45,52746.5,51747.65,52606.00
24 Jun 2024,Nifty Bank,51280.25,51783.95,51138.9,51703.95
21 Jun 2024,Nifty Bank,51927.3,51934.35,51224.95,51661.45
20 Jun 2024,Nifty Bank,51712.9,51842.2,51281.5,51783.25
19 Jun 2024,Nifty Bank,50607.9,51957,50441.75,51398.05
18 Jun 2024,Nifty Bank,50194.35,50562.15,49900.2,50440.90
14 Jun 2024,Nifty Bank,49993.95,50102.6,49693.35,50002.00
13 Jun 2024,Nifty Bank,50179,50186.45,49799.65,49846.70
12 Jun 2024,Nifty Bank,49857.45,50233.4,49697.35,49895.10
11 Jun 2024,Nifty Bank,49751.2,49970.3,49530.45,49705.75
10 Jun 2024,Nifty Bank,49808.15,50252.95,49622.75,49780.90
07 Jun 2024,Nifty Bank,49316.95,49943.2,49080.45,49803.20
06 Jun 2024,Nifty Bank,49426.4,49672.75,48906.75,49291.90
05 Jun 2024,Nifty Bank,47486.6,49362.9,46446.8,49054.60
04 Jun 2024,Nifty Bank,50667.05,50667.05,46077.85,46928.60
03 Jun 2024,Nifty Bank,50889.85,51133.2,50092.65,50979.95
31 May 2024,Nifty Bank,48895.15,49122.55,48569.05,48983.95
30 May 2024,Nifty Bank,48313.6,49044.6,48313.6,48682.35
29 May 2024,Nifty Bank,48786.7,49022.6,48401.55,48501.35
28 May 2024,Nifty Bank,49390.9,49511.15,49043.65,49142.15
27 May 2024,Nifty Bank,49105.9,49688.85,49051.25,49281.80
24 May 2024,Nifty Bank,48668,49052.95,48644.8,48971.65
23 May 2024,Nifty Bank,47899.35,48829.7,47873.15,48768.60
22 May 2024,Nifty Bank,48113.9,48114.05,47435.25,47781.95
21 May 2024,Nifty Bank,47927.1,48259.75,47927.1,48048.20
18 May 2024,Nifty Bank,48197.3,48222.35,48108.15,48199.50
17 May 2024,Nifty Bank,47842.95,48188.65,47758.8,48115.65
16 May 2024,Nifty Bank,47945.85,48052.9,47340.35,47977.05
15 May 2024,Nifty Bank,47923.1,47957.2,47534.5,47687.45
14 May 2024,Nifty Bank,47748.85,47937.25,47607.85,47859.45
13 May 2024,Nifty Bank,47389.8,47841.6,46983.25,47754.10
10 May 2024,Nifty Bank,47555.5,47868.7,47313.35,47421.10
09 May 2024,Nifty Bank,47976.35,48258.65,47440.65,47487.90
